Location,Latitude,Longitude
"Laboratory of Algorithms and Technologies for Network Analysis, HSE University, Russia",55.761458,37.63327530000001
Lahore University of Management Sciences,31.4701048,74.4101366
Lanfrica,,
"Language Acquisition Across Cultures Team, Laboratoire de Sciences Cognitives et dePsycholinguistique, Département d’ Études Cognitives, ENS, EHESS, CNRS, PSL University, France",48.8546485,2.337593
"Language Lab, LG AI Research, Seoul, Republic of Koreaglorick.kim, hyungjun.lim, kiho.yeom, eunjoo.seo, hoodong.lee, stanleyjk.choi, {",37.550263,126.9970831
"Language Science and Technology (LST), Saarland University, GermanySaarland Informatics Campus, Germany",49.255122,7.040951400000001
"Language Science and Technology, Saarland University, Saarbrücken, Germany",49.255122,7.040951400000001
"Language Sciences and Metrology Unit, UMONS, Mons, Belgium",50.4538181,3.9612155
"Language Technologies Institute, Carnegie Mellon University, Pittsburgh, PA, USA",40.444156,-79.9434187
"Language Technologies Institute, Carnegie Mellon University, USA",40.444156,-79.9434187
"Language Technology Institute, Carnegie Mellon University, USA",40.444156,-79.9434187
"Language and Voice Lab, Reykjavik University, Iceland",64.1469868,-21.9407552
"Lanzhou University, China",36.0477699,103.8585624
Leeds Teaching Hospitals NHS Trust,53.80254309999999,-1.5528919
"Leibniz-Centre General Linguistics, Germany",51.165691,10.451526
"Leiden University Centre for Linguistics, Leiden University, Leiden, Netherlands",52.1569487,4.481357
Lelapa AI,,
"Leshan Normal University, China",29.5522099,103.76539
"Liberec, Czech Republic",50.76627999999999,15.0543387
"Linguistics and English Language; School of Philosophy, Psychology and Language Sciences; theUniversity of Edinburgh; Edinburgh, Scotland, United Kingdom",55.94515,-3.18786
"Linguistics and English Language; the University of Edinburgh; Edinburgh, Scotland, UK",55.9445158,-3.1892413
"Linguistics, Radboud University, The Netherlands",51.8220189,5.863818699999999
"Logitech Europe S.A., Lausanne, Switzerland",46.5165651,6.562751599999999
"LumenVox GmbH, Munich, Germany",48.0989721,11.5290354
M Health Information Systems,,
"MARL, New York University, NY, USA",40.72951339999999,-73.9964609
"MBZUAI University, UAE",24.4326227,54.6184724
"MBZUAI, UAE",24.4326227,54.6184724
"MGH Institute of Healthcare Professions, Boston, MA USA",42.374754,-71.054238
"MIIT Key Lab for Language Information Processing and ApplicationsSchool of Foreign Studies, Nanjing University of Science and Technology, China",35.86166,104.195397
"MIT CSAIL, USA",42.36194070000001,-71.0904378
"MIT Lincoln Laboratory, Lexington, MA, USA",42.4591187,-71.26704459999999
"MIT, USA",42.360091,-71.09416
"MIT-IBM Watson AI Lab, USA",42.3623042,-71.086727
MODULABS,,
"MSP Lab, Department of Electrical and Computer Engineering, The University of Texas at Dallas",32.8024682,-96.83509989999999
"Machine Learning Department, Mohamed bin Zayed University of Artificial Intelligence, AbuDhabi, UAE",24.4326227,54.6184724
"Machine Learning and Human Language Technology, Computer Science Department,RWTH Aachen University,  Aachen, Germany",50.7775413,6.077485299999999
"Machine Learning and Human Language Technology,Computer Science Department, RWTH Aachen University,  Aachen, Germany",50.7775413,6.077485299999999
"Machine Learning and Human Language Technology,Computer Science Department, RWTH Aachen University, Germany",50.7775413,6.077485299999999
"Machine Listening Lab (MLL), University of Bremen, Germany",53.1065412,8.8553306
"Machine Listening Lab, University of Bremen, Germany",53.1065412,8.8553306
"Macquarie University, Sydney, NSW, Australia",-33.7770817,151.1180126
Maebashi Institute of Technology,36.3634129,139.0821006
"Manipal Institute of Technology, India;",13.3525321,74.79282239999999
Masakhane NLP,,
"Massachusetts Institute of Technology, USA",42.360091,-71.09416
Max Planck Institute,,
McGill University,45.50601839999999,-73.5783235
"MediaLab, Department of Electrical & Electronic Engineering, Stellenbosch University, South Africa",,
"MediaLab, E&E Engineering, Stellenbosch University, South Africa",,
"Mercado Livre, Brazil.",-14.235004,-51.92528
"Meta AI Research, France",46.227638,2.213749
"Meta AI, Menlo Park, CA, USA",37.485073,-122.1482824
"Meta AI, UK",55.378051,-3.435973
"Meta AI, USA",38.7945952,-106.5348379
"Meta Reality Labs Research, USA",38.7945952,-106.5348379
"Meta Reality Labs, USA",47.68747339999999,-122.1491549
"Meta, USA",,
"Michigan Technological University, USA",47.1164646,-88.5437704
"Microsoft Azure Speechjiang, lzhani, wu.yu, shijiecao, ting.cao, yuqing.yang, jinyli, maoyang, {",,
Microsoft Corp.,,
"Microsoft Research Asia, Beijing, China",39.904211,116.407395
"Microsoft, China",35.86166,104.195397
"Microsoft, India",,
"Microsoft, London, UK",51.5072178,-0.1275862
"Microsoft, One Microsoft Way, Redmond, WA, USA",47.6458093,-122.1319698
"Microsoft, Redmond, WA, USA",47.6739881,-122.121512
"Microsoft, USA",,
Mila Quebec AI Institute,45.5307147,-73.6135931
"Mila-Quebec AI Institute, Université de Montréal, Concordia University, Canada",45.5307147,-73.6135931
"Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA",42.3660488,-71.09240319999999
"MoE Key Lab of Artificial Intelligence X-LANCE Lab,Department of Computer Science and Engineering AI Institute,Shanghai Jiao Tong University, Shanghai, China",31.230416,121.473701
"MoE Key Lab of Artificial Intelligence, AI Institute, X-LANCE LabDepartment of Computer Science and Engineering, Shanghai Jiao Tong University",31.230416,121.473701
"MoE Key Lab of Artificial Intelligence, AI Institute,X-LANCE Lab, Department of Computer Science and Engineering,Shanghai Jiao Tong University, Shanghai, China",31.230416,121.473701
"MoE Key Lab of Artificial Intelligence, AI InstituteX-LANCE Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University",31.230416,121.473701
"MoE Key Lab of Artificial Intelligence, AI InstituteX-LANCE Lab, Department of Computer Science and EngineeringShanghai Jiao Tong University, China",35.86166,104.195397
"MoE Key Lab of Artificial Intelligence, AI InstituteX-LANCE Lab, Department of Computer Science and EngineeringShanghai Jiao Tong University, Shanghai, China",31.230416,121.473701
"Mobile Dialog Systems, Otto-von-Guericke-University, Magdeburg, Germany",52.1401009,11.6447011
"Mobile eXperience Business, Samsung Electronics, Republic of Korea",35.907757,127.766922
"Modality.AI, Inc., San Francisco, CA, USA",37.7899714,-122.4008843
"Modality.AI, Inc., San Francisco, USA",37.7749295,-122.4194155
"Modality.ai, Inc., San Francisco, CA",37.7899714,-122.4008843
"Mohamed bin Zayed University of Artificial Intelligence, Abu Dhabi, UAE",24.4326227,54.6184724
"Mohamed bin Zayed University of Artificial Intelligence, UAE",24.4326227,54.6184724
"Movement Disorders Center, Department of Neurology, University Hospital of Bern, Switzerland",46.9479739,7.4474468
"Multimedia Computing Group, Delft University of Technology, the Netherlands",52.0021919,4.3735766
"Multimodal Signal Processing (MSP) Lab., Department of Electrical and Computer EngineeringThe University of Texas at Dallas, Richardson",32.9483335,-96.7298519
"Multimodal Signal Processing (MSP) lab, Department of Electrical and Computer Engineering The University of Texas at Dallas, Richardson",32.9483335,-96.7298519
"NAVER Cloud Corporation, Republic of Korea",37.3954922,127.1121205
"NAVER Cloud Corporation, South Korea",37.3954922,127.1121205
"NAVER Cloud, South Korea",35.907757,127.766922
"NAVER Corporation, Republic of Korea",35.907757,127.766922
"NCSR Demokritos, Athens, Greece",37.9994191,23.8191591
"NERC-SLIP, University of Science and Technology of China (USTC), China",35.86166,104.195397
"NERC-SLIP, University of Science and Technology of China, Hefei, China",31.821994,117.28059
"NERCMS, School of Computer Science, Wuhan University, China",30.5927599,114.30525
"NEWTON Technologies, Na Pankraci ,  Praha",50.0516645,14.4397956
"NIHR Biomedical Research Centre at South London and Maudsley NHS Foundation Trust andKing’s College London, UK",51.4682263,-0.0909238
NINJAL,35.7109775,139.409933
NIO,,
"NIST ITL/IAD/Multimodal Information Group, MD, USA",39.0457549,-76.64127119999999
"NJU-Horizon Intelligent Audio Lab, Horizon Robotics, Beijing , China",39.904211,116.407395
"NTT Communication Science Laboratories, Japan",36.204824,138.252924
"NTT Communication Science Laboratories, NTT Corporation, Japan",36.204824,138.252924
"NTT Computer and Data Science Laboratories, NTT Corporation, Japan",36.204824,138.252924
"NTT Human Informatics Laboratories, Japan",36.204824,138.252924
"NTT, Software Innovation Center, Japan",36.204824,138.252924
"NVIDIA Corporation, United States",38.7945952,-106.5348379
"NVIDIA, Armenia",40.1831255,44.520236
"NVIDIA, Bangalore, India",12.9855049,77.69152989999999
"NVIDIA, USA",,
"NXP Semiconductors, France",48.8704122,2.2307498
"NYU Center for Data Science, USA",40.735016,-73.99480199999999
"NYU Courant-Computer Science and Center for Data Science, USA",40.735016,-73.99480199999999
Nagoya Gakuin University,35.1283752,136.8989352
"Nankai University, China",39.105664,117.15769
"Nankai University, Tianjin, China",39.10394429999999,117.1742232
"Nara Institute of Science and Technology, Japan",34.7326198,135.7340145
"National Acoustic Laboratories, Sydney Australia",-33.7766985,151.1119838
"National Biomedical Imaging Center, College of Future Technology, Peking University",39.904211,116.407395
National Cheng Kung University Hospital,23.002347,120.2193717
"National Engineering Research Center of Speech and Language Information Processing,University of Science and Technology of China, Hefei, Anhui, China",31.821994,117.28059
"National Engineering Research Center of Speech and Language Information Processing,University of Science and Technology of China, Hefei, China.",31.821994,117.28059
"National Engineering Research Center of Speech and Language Information Processing,University of Science and Technology of China, Hefei, P. R. China",31.821994,117.28059
"National Engineering Research Center of Speech and Language Information Processing,University of Science and Technology of China, Hefei, P.R.China",31.821994,117.28059
"National Engineering Research Centre of Speech and Language Information Processing,University Of Science And Technology Of China, Hefei, China.",31.821994,117.28059
"National Institute for Japanese Language and Linguistics, Japan",35.7109775,139.409933
"National Institute of Advanced Industrial Science and Technology, Japan",36.204824,138.252924
"National Institute of Informatics, Japan",35.692635,139.7579122
"National Institute of Informatics, Tokyo, Japan",35.692635,139.7579122
"National Institute of Information and Communications Technology, Japan",36.204824,138.252924
"National Institute of Information and Communications Technology, Kyoto, Japan",35.011564,135.7681489
"National Institute of Mental Health and Neurosciences, Bengaluru, India",12.9407261,77.5982593
"National Institute of Technology Tiruchirappalli, India",10.7589381,78.8132181
"National Key Laboratory for Novel Software Technology,Department of Computer Science and Technology, Nanjing University, China",35.86166,104.195397
"National Taiwan University, Taiwan",25.0173405,121.5397518
"National institute of advanced industrial science and technology, AIST",,
"Naver Cloud, Republic of Korea",35.907757,127.766922
"Naver Corporation, South Korea",35.907757,127.766922
NetApp,,
"NetEase Yidun AI Lab, Hangzhou, China",30.2741499,120.15515
"Netherlands Forensic Institute, The Hague, The Netherlands",52.0448013,4.3585176
"Neuromuscular Systems Group, School of Electrical and Electronic Engineering, University",5.145639,100.4940162
"Neuroscience Research Group, Medical Research Institute, Faculty of Medicine, Universidad de Antioquia, Medell´ın, Colombia",6.2673672,-75.5670992
"Neuroscience Research Group, Medical Research Institute, Faculty of Medicine, Universidad de Antioquia, Medellı́n, Colombia",6.2673672,-75.5670992
"New Technologies for the Information Society and Department of Cybernetics,Faculty of Applied Sciences, University of West Bohemia, Pilsen, Czech Republic",49.7236724,13.3516023
"New York University, New York, NY, USA",40.72951339999999,-73.9964609
"Ningbo City College of Vocational Technology, Ningbo, China",29.872164,121.555505
"NiuTrans Research, Shenyang, China",41.804778,123.432968
"Nokia Bell Labs, Cambridge, UK",52.2088366,0.090435
"North Co., Ltd., Taiwan",23.69781,120.960515
"Northeastern University, USA",42.339904,-71.0898892
"Northern Arizona University, AZ, USA,",35.1802684,-111.6540336
"Northern Arizona University, Flagstaff, AZ, USA",35.1802684,-111.6540336
"Northwestern University, Chicago, IL, USA",42.0564594,-87.67526699999999
"Northwestern University, Department of Linguistics",42.0540071,-87.67775110000001
"Norwegian University of Science and Technology, Norway",63.4194872,10.4019939
"Nuremberg Tech, Germany",49.45428810000001,11.0745641
"Observe.AI, Indiaashraya.sachdeva, sai.nishanth, anup.pattnaik, varun.nathan cijo.george, ayush, {",,
"Occupational Therapy and Psychological & Brain Sciences, Boston University",,
"Omilia - Conversational Intelligence, Athens, Greece",38.0528641,23.8170127
"Omilia, Greece",38.0528641,23.8170127
"Oracle Cloud Infrastructure, France",46.227638,2.213749
"Oracle Cloud Infrastructure, India",20.593684,78.96288
"Orange Innovation, France",46.227638,2.213749
"Orange Innovation, Lannion, France",48.732084,-3.459144
"OriginAI, Israel",31.046051,34.851612
Osaka Univ. (Japan),34.8220139,135.5244676
"Osaka University, Japan",34.8220139,135.5244676
"Oticon A/S, Denmark",56.26392,9.501785
"Oxford Wave Research, Oxford, UK",51.7256103,-1.2605806
"Oxford Wave Research, United Kingdom",51.7256103,-1.2605806
"PEGASE, INRAE, Institut Agro, Saint-Gilles, France",43.677079,4.433703
"PFL Healthcare Limited, HQ 5th floor, 58 Nicholas Street, Chester CH1 2NP, UK",53.1867937,-2.8946136
"PSI, KU Leuven, Belgium",50.87809710000001,4.699705300000001
"Paderborn University, Department of Communications Engineering, Paderborn, Germany",51.7081276,8.772273199999999
"Paderborn University, Germany",51.7081276,8.772273199999999
"Pattern Recognition Lab, Friedrich-Alexander Universität Erlangen-Nürnberg, Germany",49.5979117,11.0045437
"Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",49.5896744,11.0119611
"Pattern Recognition Lab. Friedrich-Alexander Universität, Erlangen-Nürnberg, Erlangen, Germany",49.5896744,11.0119611
"Pattern Recognition Lab. Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany",49.5979117,11.0045437
"Pavol Jozef Šafárik University, Language, Information and Communication Laboratory LICOLAB",48.7196409,21.2511279
"Pazhou Lab, Guangzhou, China",23.098396,113.340299
"Pazhou lab, China",23.098396,113.340299
"Peng Cheng Lab, Shenzhen, China",22.5735938,113.9445153
"Peng Cheng Laboratory, Shenzhen, China",22.5735938,113.9445153
"Pennsylvania State University, PA, USA",40.8072337,-77.8608888
"Pennsylvania State University, USA",40.7982133,-77.8599084
"Phonetics Laboratory, Linguistics, University of California, Davis, USA",38.539095,-121.7608193
"Phonetics Laboratory, University of Cambridge",52.205356,0.113168
"Phonetics Work Group, Faculty of Linguistics and Literary Studies & CITEC, Bielefeld University,Germany",,
"Phonetics Workgroup, Faculty of Linguistics and Literary Studies & CITEC, Bielefeld University",,
"Phonetics and Speech Laboratory, School of Linguistic, Speech and Communication Sciences,Trinity College Dublin, Ireland",53.3437935,-6.254571599999999
"Phonetics and Speech Laboratory, School of Linguistic, Speech and Communication SciencesTrinity College Dublin, Ireland",53.3437935,-6.254571599999999
"Phonetics and Speech Laboratory, School of Linguistics, Speech and Communication Sciences,Trinity College Dublin, Ireland",53.3437935,-6.254571599999999
"Phonexia, Czech Republic",49.81749199999999,15.472962
"Phonexia, Czechia",49.81749199999999,15.472962
"Ping An Technology (Shenzhen) Co., Ltd., China",22.54374,113.95081
"Ping An Technology (Shenzhen) Co., Ltd., Shenzhen, China",22.54374,113.95081
"Ping An Technology, China",35.86166,104.195397
PingAn Insurance (Group) Company of China,35.86166,104.195397
"Politecnico di Torino, Italy",45.0632841,7.660124700000001
"Politecnico di Torino, Turin, Italy",45.0661735,7.6578283
Project Gutenberg,,
"Provincial Key Laboratory for Computer Information Processing Technology, Soochow University,Suzhou, China",31.303257,120.651928
"Psychology Department, San Francisco State University",37.7239232,-122.4791915
"Psychology, School of Social Sciences, Nanyang Technological University, Singapore",1.3442328,103.6801423
"Qatar Computing Research Institute, HBKU, Doha, Qatar",25.3215914,51.42577379999999
"Qatar Computing Research Institute, HBKU, Qatar",25.3215914,51.42577379999999
"Qifu Technology, China",35.86166,104.195397
"Qingdao University of Science and Technology, Qingdao, China",36.119951,120.482157
Qualcomm AI Research,,
"Qualcomm Technologies, Inc., San Diego, California",32.715738,-117.1610838
"QuintoAndar, Portugal;",39.39987199999999,-8.224454
"R V College of Engineering, Bangalore, India",12.9237228,77.4987012
"RADAR-CNS Patient Advisory Board, King’s College London, UK",51.5072178,-0.1275862
"RTC Lab, ByteDance, Beijing, China",39.904211,116.407395
"RTC Lab, ByteDance, China",35.86166,104.195397
"Radboud University Medical Center, The Netherlands",51.8234259,5.861392299999999
"Rapid-Rich Object Search (ROSE) Lab, Nanyang Technological University, Singapore",1.3442459,103.6803242
"ReadSpeaker, the Netherlands",52.132633,5.291265999999999
"Reality Defender Inc., USA",38.7945952,-106.5348379
"Reality Labs Research at Meta, Redmond, Washington, USA",47.68747339999999,-122.1491549
"Reality Labs, Meta Inc.",,
"Reliance Jio - Artificial Intelligence Centre of Excellence (AICoE), Hyderabad, Indiaswarup.behera, balakrishna.pailla, achyut.tripathi, megavath.rathod, {",17.5138132,78.4722254
"Rembrand, USA",37.4252478,-122.1365044
"Research Center for Information Technology Innovation, Academia Sinica, Taiwan",25.0419331,121.6154701
"Research Center for Linguistics, ELRN, Budapest, Hungary",47.497912,19.040235
"Research Center for Psychological and Educational Testing, National Taiwan Normal University",25.0260878,121.5275484
"Research Institute for Language Science and Technology, UMONS, Mons, Belgium",50.4538181,3.9612155
"Research and Development Institute of Northwestern Polytechnical University in Shenzhen, China",22.543668,114.087151
"RevComm Inc., Japan",35.6617953,139.7058973
Riiid AI Research,,
"RingCentral Inc., USA",38.7945952,-106.5348379
"RingCentral Innovation, India",20.593684,78.96288
"Ritsumeikan University, Shiga, Japan",34.9849329,135.9602858
"Robert Bosch Centre for Cyber-Physical Systems, Indian Institute of Science, Bengaluru, India",13.0228605,77.5647386
"Robert Bosch Research and Technology Center, USA - Bosch Center for Artificial Intelligence",38.7945952,-106.5348379
Roblox,,
Rutgers University,40.7406438,-74.173126
"SAIL-University of Southern California, Los Angeles, CA, USAthomas, lefteris, nikos.antoniou, petros, dimitris, thodoris, nassos, {",34.0223519,-118.285117
"SANKEN, Osaka University, Osaka, Japan",34.8247638,135.5235899
"SCSE, Nanyang Technological University (NTU), Singapore",1.34729,103.6807359
"SDAIA-KAUSTCenter of Excellence in Data Science and Artificial Intelligence, Thuwal , Saudi Arabia",22.2756562,39.1132757
"SDS, SRIBD, The Chinese University of Hong Kong, Shenzhen, China",22.687845,114.209931
"SFI Centre for Research Training in Digitally-Enhanced Reality (d-real), Ireland",53.77975540000001,-7.3055309
"SHL Labs, India",20.593684,78.96288
"SK Telecom, Republic of Korea",35.907757,127.766922
"SK Telecom, South Korea",35.907757,127.766922
"SLU Lab. Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany",49.5896744,11.0119611
"SMT Lab, Department of Computer Science and Engineering, IIT Madras, India",12.9888206,80.2295303
"SNU-LG AI Research Center, Republic of Korea",35.907757,127.766922
"SOKENDAI (The Graduate University for Advanced Studies), Kanagawa, Japan",35.261095,139.608389
"SOKENDAI, Japan",35.261095,139.608389
"SSE, South China University of Technology, Guangzhou, China",23.151326,113.344683
"STC Ltd., St.Petersburg",27.7671271,-82.6384451
"SaluteDevices, Russia",61.52401,105.318756
"Samsung AI Center, Cambridge, United-Kingdom",52.1950788,0.1312729
"Samsung AI Center, Moscow",55.7777426,37.5870194
"Samsung AI Centre, Cambridge, UK",52.2053163,0.1217733
"Samsung Electronics, Hwaseong, Republic of Koreasoo.hyun.bae, seokwan.chae, yseok.kim, keunsang.lee, hj",37.1688927,126.8941169
"Samsung R&D Institute Bangalore, India",,
Samsung R&D Institute Poland,,
"Samsung Research America, Mountain View, CA, USA",37.4012031,-122.0476684
"Samsung Research America, USA",37.4012031,-122.0476684
"Samsung Research Poland, Warsaw",52.2296756,21.0122287
Samsung Research UK,51.4320143,-0.5103219999999999
"Samsung Research, Samsung Electronics, Republic of Korea",35.907757,127.766922
"Samsung Research, Samsung Electronics, Seoul, South Korea",37.4661644,127.0242664
"Samsung Research, Seoul, South Koreajounyeop.lee, js",37.550263,126.9970831
"Samsung Research, UK",51.4320143,-0.5103219999999999
"Sangeetha Mahesh,Ajish K. Abraham, Anil Kumar Vuppala",,
"School Of Engineering, University of Edinburgh, Scotland",55.923132,-3.17164
"School Of Informatics, University of Edinburgh, Scotland",55.9447872,-3.1872827
"School of Artificial Intelligence, Beijing University of Posts and Telecommunications, Beijing, China",39.904211,116.407395
"School of Artificial Intelligence, Beijing University of Posts and Telecommunications, China",39.904211,116.407395
"School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China",39.904211,116.407395
"School of Artiﬁcial Intelligence, Beijing University of Posts and Telecommunications, China",39.904211,116.407395
"School of Artiﬁcial Intelligence, University of Chinese Academy of Sciences, China",35.86166,104.195397
"School of Biological Science and Medical Engineering, Southeast University, China",32.055981,118.79421
"School of Biological Science and Medical Engineering, Southeast University, Nanjing, China",32.055981,118.79421
"School of Biomedical Engineering, University of British Columbia, Canada",49.2640845,-123.2472431
"School of Communication and Information Engineering, Chongqing University of Posts andTelecommunications, Chongqing (CQUPT), ChinaChongqing Key Laboratory of Signal and Information Processing, CQUPT, Chongqing, ChinaIntelligent Speech and Audio Research Lab (ISARL), CQUPT, Chongqing, China",29.5656843,106.5511838
"School of Communication and Information Engineering, Chongqing Universityof Posts and Telecommunications, Chongqing , China",29.5656843,106.5511838
"School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang,China",32.19932,119.514279
"School of Computer Science and Engineering, Beihang University, Beijing, China",39.9843568,116.3446392
"School of Computer Science and Engineering, Nanyang Technological University, Singapore",1.3461557,103.6820426
"School of Computer Science and Engineering, Northeastern University, Shenyang, China",41.804778,123.432968
"School of Computer Science and Engineering, Sun Yat-Sen University, China",23.0965384,113.298883
"School of Computer Science and Engineering, University of New South Wales, Australia",-33.9188705,151.2309733
"School of Computer Science and Information Technology, University College Cork, Ireland",51.8930985,-8.500245399999999
"School of Computer Science and Technology, Fudan University, Shanghai, China",31.230416,121.473701
"School of Computer Science and Technology, Harbin Institute of Technology, China",45.7470436,126.6334305
"School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",45.7470436,126.6334305
"School of Computer Science and Technology, Kashi University, Kashi, China",39.477959,76.002764
"School of Computer Science and Technology, Soochow University, Suzhou, China",31.308596,120.639754
"School of Computer Science and Technology, University of Science and Technology of China",31.821994,117.28059
"School of Computer Science, The University of Sydney, NSW, Australia",-33.8882736,151.1940845
"School of Computer Science, University of Nottingham",52.9531468,-1.187196
"School of Computer Science, University of Seoul",37.550263,126.9970831
"School of Computer Science, Wuhan University, Wuhan, China",30.5927599,114.30525
"School of Computer Science, Zhuhai College of Science and Technology, Zhuhai, China",22.048702,113.404528
"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing , China",39.989461,116.360026
"School of Computer and Control Engineering, Yantai University, China",37.4635299,121.44801
"School of Computer and Information Engineering, Jiangxi Normal University, Nanchang, China",28.6785,116.031212
"School of Computing, Edinburgh Napier University, Edinburgh",55.93615149999999,-3.2286436
"School of Computing, National University of Singapore, Singapore",1.2940812,103.7744486
"School of Computing, Stirling University, Stirling",56.146092,-3.9177579
"School of Computing, University of Eastern Finland, Joensuu, Finland",62.6010155,29.7635719
"School of Comuter Science, East China Normal University, China",35.86166,104.195397
"School of Cyber Security, University of Chinese Academy of Sciences, Beijing , China",40.408141,116.682386
"School of Data Science, The Chinese University of Hong Kong, Shenzhen, China",22.687845,114.209931
"School of ECE, National Technical University of Athens, Athens, Greece",37.9877159,23.7318586
"School of ECE, Peking University, Shenzhen, China",22.5428599,114.05956
"School of Electrical Engineering and Computer Science,Gwangju Institute of Science and Technology, Gwangju , Korea",35.2281817,126.8420227
"School of Electrical Engineering and Telecommunications, UNSW Sydney, Australia",-33.9178262,151.2316513
"School of Electrical Engineering and Telecommunications, UNSW, Australia",-33.9178262,151.2316513
"School of Electrical Engineering, KAIST, Daejeon, Republic of Korea",36.372371,127.358736
"School of Electrical Engineering, KAIST, South Korea",35.907757,127.766922
"School of Electrical and Computer Engineering, Georgia Institute of Technology, American",33.7756178,-84.39628499999999
"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",1.3432404,103.6803312
"School of Electrical and Electronics Engineering, University of Galway, Galway, Ireland",53.27915489999999,-9.0617372
"School of Electrical and Information Engineering, Beijing University of Civil Engineering andArchitecture, Beijing, China",39.904211,116.407395
"School of Electrical and Information Engineering, Tianjin University, Tianjin, China",39.085099,117.199369
"School of Electrical, Computer and Energy EngineeringArizona State University, Tempe, Arizona, USA",33.4207901,-111.9304693
"School of Electronic Engineering, Soongsil University",,
"School of Electronic Information, Sichuan University, China",30.663964,104.071022
"School of Electronic Science and Engineering, Xiamen University, China",24.4795099,118.0894799
"School of Electronic Science and Engineering, Xiamen University, Xiamen , China",24.4795099,118.0894799
"School of Electronic and Information Engineering, South China University of Technology, Guangzhou , China",23.155502,113.346609
"School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China",23.155502,113.346609
"School of Engineering, University of Edinburgh, Edinburgh",55.923132,-3.17164
"School of Future Technology, University of Chinese Academy of Sciences, Beijing, China",39.904211,116.407395
"School of Industrial and Management Engineering, Korea University, Seoul, Republic of Korea",37.5825615,127.0262699
"School of Informatics, University of Edinburgh, Scotland",55.9447872,-3.1872827
"School of Informatics, University of Edinburgh, United Kingdom",55.9447872,-3.1872827
"School of Informatics, Xiamen University, China",24.4795099,118.0894799
"School of InformaticsUniversity of Edinburgh, UK",55.953252,-3.188267
"School of Information Science and Engineering, Southeast University, Nanjing, China",32.055981,118.79421
"School of Information Science and Engineering, Xinjiang University, China",43.7934299,87.6271
"School of Information Science and Engineering, Xinjiang University, Urumqi , China",43.7650239,87.6163306
"School of Information Science and Engineering, Xinjiang University, Urumqi, China",43.7650239,87.6163306
"School of Information Science and Technology, VISTEC, Thailand",12.9980402,101.4452177
"School of Information Technology, Murdoch University, Perth, Australia",-32.0679659,115.8352366
"School of Information and Communication Engineering, Beijing University of Posts andTelecommunications, China",39.904211,116.407395
"School of Information and Electronics, Beijing Institute of Technology, Beijing, China",39.9603704,116.3123886
"School of Information, Renmin University of China, Beijing, China",39.970721,116.314306
"School of Intelligence Science and Technology, Speech and Hearing Research Center, and KeyLaboratory of Machine Perception (Ministry of Education), Peking University, Beijing, China",39.9906583,116.3149389
"School of Management, Fudan University, Shanghai, China",31.29638,121.50678
"School of Marine Science and Technology, Northwestern Polytechnical University, Xi’an, China",34.2459632,108.9138675
"School of Mathematical Science, Harbin Normal University, Harbin, China",45.7567307,126.6424173
"School of Mathematical and Computational Sciences, Massey University, Auckland, New Zealand",-36.85088270000001,174.7644881
"School of Mathematical and Computational Sciences, Massey University, New Zealand",-40.900557,174.885971
"School of Mathematics and Physics, University of Portsmouth, United Kingdom",50.7952947,-1.0938643
"School of Medicine and Health Sciences, George Washington University, Washington, DC",38.9002128,-77.0509652
"School of Nursing, University of Minnesota",44.9731878,-93.2323562
"School of Optoelectronic Science and Engineering, Soochow University, China",31.303257,120.651928
"School of Physics and Optoelectronics, South China University of Technology, China",35.86166,104.195397
"School of Psychology, Korea University, Korea",35.907757,127.766922
"School of Psychology, University of Kent, Canterbury, United Kingdom",51.2952624,1.0648553
"School of Psychology, University of Sussex, Falmer, UK",50.8677123,-0.0875492
"School of Psychology, Western Sydney University, Australia",-33.8863029,151.1877751
"School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China",22.5428599,114.05956
"School of Software, Henan University, China",34.808921,114.369752
"School of Statistics, Renmin University of China, China",39.971805,116.308259
"Semanux GmbH, Germany",51.165691,10.451526
"Semaxone, France",46.227638,2.213749
"Semel Institute of Neuroscience and Human Behavior, University of California, USA",36.778261,-119.4179324
SenseTime Research,,
"Sensetime Research, Shanghai, China",31.230416,121.473701
"Seoul National University Bundang Hospital, Republic of Korea",37.3520673,127.1231772
"Seoul National University College of Medicine, Republic of Korea",37.5807021,126.9994326
"Seoul National University, South Korea",37.4648267,126.9571988
"Shanghai AI Laboratory, Shanghai, China",31.230416,121.473701
"Shanghai Engineering Research Center of Intelligent Education and Bigdata ,Shanghai Normal University, Shanghai, China",30.835243,121.519928
"Shanghai Engineering Research Center of Intelligent Education and Bigdata,Shanghai Normal University, Shanghai, China",30.835243,121.519928
